"id","camp_name","year","location","loc_cow","prim_meth","camp_orgs","camp_orgs_list","div_ethnicity","div_religion","EPR_GROUP","EPR_ID","PARTICIPATION","PRIMARY","CLAIM","SOURCES","NOTES","status","egip_participated","egip_claimed","egip_participated_claimed","statename","egip_groups_count","excl_groups_count","regaut_groups_count","discrim_groups_count","powerless_groups_count","egippop","exclpop","alonerule_groups_count","powershare_groups_count","alonerulepop","powersharepop","IFI","EFI","legippop","lexclpop","discrimpop","ldiscrimpop","powerlesspop","lpowerlesspop"
175,"Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG)",1964,"Oman",698,0,4,"Dhufar Liberation Front (DLF), Dhufar Branch of the Aran Nationalist's Movement (ANM), Dhufar Benevolent Society (DBS), Dhufari Soldiers' Organization",0,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,"Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Popular Movement for the Liberation of Angola",1961,"Angola",540,0,5,"Movimento Popular de Libertacao de Angola (MPLA), Uniao das Populacoes de Angola (UPA), Juventude Uniao das Populacoes de Angola (JUPA), Juventude Crista de Angola (JCA), Aliazo, Mouvement de Liberation de l'Enclave de Cabinda (MLEC)",1,1,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"Poznan Protests",1956,"Poland",290,1,9,"Annatos, the Underground, the Undergorund Committee, Warsaw Inter-Enterprise Committee, Defense of Poznan's Fraternal Workers, KC PRPC, WAT",0,1,"Poles",29001000,1,1,0,"NAVCO2.1","","DOMINANT",1,0,0,"Poland",1,5,0,3,2,0.81,0.1715,1,0,0.81,0,0.6561,0.02002125,0.825267447784004,0.174732552215996,0.1585,0.161487519103413,0.013,0.0132450331125828
178,"Pro-French Nationalists",1960,"France",220,0,4,"Vincennes Committee, Front for French Algeria (FAF), National Front for French Algeria (FNAF), Secret Army Organization (SAO)",1,1,"French",22001000,1,1,0,"ACD2EPR","While NAVCO codes as divers, ACD2EPR identifies only French, no evidence of other groups found","MONOPOLY",1,0,0,"France",1,2,0,1,1,0.976,0.01,1,0,0.976,0,0.952576,5.2e-05,0.989858012170385,0.0101419878296146,0.006,0.00608519269776876,0.004,0.00405679513184584
179,"Public Against Violence",1989,"Slovakia",317,1,2,"Public Against Violence, The Christian Democratic Movement",0,1,"Slovaks",31502000,1,1,1,"NAVCO2.1","Coded as not diverse, clearly ethnic Slovak names and claims; we consider this to be in Czechoslovakia prior to independence","JUNIOR PARTNER",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"Sierra Leone Civil War",1991,"Sierra Leone",451,0,2,"Revolutionary United Front (RUF), National Patriotic Front of Liberia",0,0,"Temne",45105060,1,1,0,"ACD2EPR","ACD2EPR lists Temne, but codes recruitment as 0","JUNIOR PARTNER",1,0,0,"Sierra Leone",3,2,0,0,2,0.44,0.34,0,3,0,0.44,0.1,0.0916,0.564102564102564,0.435897435897436,0,0,0.34,0.435897435897436
181,"Renamo",1979,"Mozambique",541,0,3,"RENAMO, MONAMO, Africa Livre",1,1,"Shona-Ndau",54103000,1,1,0,"ACD2EPR, CIA","NAVCO2 codes as divers, ACD2EPR attributes to Shona, but codes 0 for recruitment, CIA report describes RENAMO as having narrow ethnic base amongst the Shona:  https://www.cia.gov/library/readingroom/docs/DOC_0000920555.pdf","POWERLESS",0,0,0,"Mozambique",2,1,0,0,1,0.354,0.098,0,2,0,0.354,0.086858,0.009604,0.783185840707964,0.216814159292035,0,0,0.098,0.216814159292035
182,"Revolutionary Armed Forces of Colombia and National Liberation Army",1964,"Colombia",100,0,2,"Revolutionary Armed Forces of Colombia (FARC), National Liberation Army (ELN)",1,0,"Whites/mestizos",10001000,1,1,0,"NAVCO2.1","","MONOPOLY",1,0,0,"Colombia",1,1,0,1,0,0.955,0.044,1,0,0.955,0,0.912025,0.001936,0.955955955955956,0.044044044044044,0.044,0.044044044044044,0,0
182,"Revolutionary Armed Forces of Colombia and National Liberation Army",1964,"Colombia",100,0,2,"Revolutionary Armed Forces of Colombia (FARC), National Liberation Army (ELN)",1,0,"Afrocolombians",10002000,1,0,0,"NAVCO2.1","","DISCRIMINATED",1,0,0,"Colombia",1,1,0,1,0,0.955,0.044,1,0,0.955,0,0.912025,0.001936,0.955955955955956,0.044044044044044,0.044,0.044044044044044,0,0
182,"Revolutionary Armed Forces of Colombia and National Liberation Army",1964,"Colombia",100,0,2,"Revolutionary Armed Forces of Colombia (FARC), National Liberation Army (ELN)",1,0,"Indigenous peoples",10003000,1,0,0,"NAVCO2.1","",NA,1,0,0,"Colombia",1,1,0,1,0,0.955,0.044,1,0,0.955,0,0.912025,0.001936,0.955955955955956,0.044044044044044,0.044,0.044044044044044,0,0
183,"Rose Revolution",2003,"Georgia",372,1,2,"Saakashvili-National Movement; the Burjanadze-Democrats bloc",1,1,"Georgians",37201000,1,1,0,"WCRWWA","","DOMINANT",1,0,0,"Georgia",1,4,0,0,2,0.817,0.156,1,0,0.817,0,0.667489,0.007224,0.83967112024666,0.16032887975334,0,0,0.11,0.113052415210689
183,"Rose Revolution",2003,"Georgia",372,1,2,"Saakashvili-National Movement; the Burjanadze-Democrats bloc",1,1,"Armenians",37202000,1,0,0,"WCRWWA","","POWERLESS",1,0,0,"Georgia",1,4,0,0,2,0.817,0.156,1,0,0.817,0,0.667489,0.007224,0.83967112024666,0.16032887975334,0,0,0.11,0.113052415210689
183,"Rose Revolution",2003,"Georgia",372,1,2,"Saakashvili-National Movement; the Burjanadze-Democrats bloc",1,1,"Azeri",37205000,1,0,0,"WCRWWA","","POWERLESS",1,0,0,"Georgia",1,4,0,0,2,0.817,0.156,1,0,0.817,0,0.667489,0.007224,0.83967112024666,0.16032887975334,0,0,0.11,0.113052415210689
184,"Royalists",1962,"Yemen Arab Republic",678,0,1,"Royalists",0,1,"Zaydis",67802100,1,1,0,"WCRWWA","Royalists came from Zaydi tribes","DOMINANT",1,0,0,"Yemen (Arab Republic of Yemen)",1,2,0,1,1,0.29,0.71,1,0,0.29,0,0.0841,0.4901,0.29,0.71,0.01,0.01,0.7,0.7
185,"Russia pro-dem movement",1990,"Russia",365,1,1,"Pro-democracy movement",1,1,"Russians",36501000,1,1,0,"Sharp 2003","https://arellanolaw.edu/alpr/v9n1b.pdf","SENIOR PARTNER",1,0,0,"Russia (Soviet Union)",2,51,0,5,46,0.71,0.2311,0,2,0,0.71,0.3205,0.00282513,0.754436297949209,0.245563702050792,0.0211,0.0224205716714483,0.21,0.223143130379343
185,"Russia pro-dem movement",1990,"Russia",365,1,1,"Pro-democracy movement",1,1,"Ukrainians",36502000,1,0,0,"Sharp 2003","https://arellanolaw.edu/alpr/v9n1b.pdf","JUNIOR PARTNER",1,0,0,"Russia (Soviet Union)",2,51,0,5,46,0.71,0.2311,0,2,0,0.71,0.3205,0.00282513,0.754436297949209,0.245563702050792,0.0211,0.0224205716714483,0.21,0.223143130379343
185,"Russia pro-dem movement",1990,"Russia",365,1,1,"Pro-democracy movement",1,1,"Byelorussians",36504000,1,0,0,"Sharp 2003","https://arellanolaw.edu/alpr/v9n1b.pdf","POWERLESS",1,0,0,"Russia (Soviet Union)",2,51,0,5,46,0.71,0.2311,0,2,0,0.71,0.3205,0.00282513,0.754436297949209,0.245563702050792,0.0211,0.0224205716714483,0.21,0.223143130379343
185,"Russia pro-dem movement",1990,"Russia",365,1,1,"Pro-democracy movement",1,1,"Moldovans",36514000,1,0,0,"Sharp 2003","https://arellanolaw.edu/alpr/v9n1b.pdf","POWERLESS",1,0,0,"Russia (Soviet Union)",2,51,0,5,46,0.71,0.2311,0,2,0,0.71,0.3205,0.00282513,0.754436297949209,0.245563702050792,0.0211,0.0224205716714483,0.21,0.223143130379343
186,"Rwandan independence",1956,"Rwanda",517,0,1,"Cooperative Travail, Fidelite, Progres (TRAFIPRO)",0,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,"SPLA-Garang faction",1983,"Sudan",625,0,1,"Sudan people's Liberation Movement/Army (SPLA)",1,1,"Dinka",62504000,1,1,1,"ACD2EPR","John Garang was Dinka","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
187,"SPLA-Garang faction",1983,"Sudan",625,0,1,"Sudan people's Liberation Movement/Army (SPLA)",1,1,"Beja",62503000,1,0,1,"ACD2EPR","","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
187,"SPLA-Garang faction",1983,"Sudan",625,0,1,"Sudan people's Liberation Movement/Army (SPLA)",1,1,"Nuba",62507000,1,0,1,"ACD2EPR","","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
187,"SPLA-Garang faction",1983,"Sudan",625,0,1,"Sudan people's Liberation Movement/Army (SPLA)",1,1,"Nuer",62508000,1,0,1,"ACD2EPR","","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
187,"SPLA-Garang faction",1983,"Sudan",625,0,1,"Sudan people's Liberation Movement/Army (SPLA)",1,1,"Other Southern groups",62511000,1,0,1,"ACD2EPR","","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
187,"SPLA-Garang faction",1983,"Sudan",625,0,1,"Sudan people's Liberation Movement/Army (SPLA)",1,1,"Shilluk",62513000,1,0,1,"ACD2EPR","","POWERLESS",0,0,0,"Sudan",1,12,0,0,12,0.15,0.82,1,0,0.15,0,0.0225,0.1096,0.154639175257732,0.845360824742268,0,0,0.82,0.845360824742268
188,"SWAPO",1960,"Namibia",565,0,1,"SWAPO",0,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"Sacred Union",1991,"Democratic Republic of Congo",490,0,1,"Sacred Union",1,1,"Lunda-Yeke",49011000,1,1,0,"Afoaku G, Osita. 1999. The Politics of Democratic Transition in Congo (Zaire): Implications of the Kabila Revolution."" The Journal of Conflict Studies. 19(2).""""foaku G"," Osita. 1999. ""The Politics of Democratic Transition in Congo (Zaire): Implications of the Kabila Revolution."" The Journal of C""""oaku G","IRRELEVANT",0,0,0,"Congo, Democratic Republic of (Zaire)",3,8,0,1,7,0.08,0.583,0,3,0,0.08,0.0024,0.055409,0.111265646731572,0.810848400556328,0.02,0.0278164116828929,0.563,0.783031988873435
189,"Sacred Union",1991,"Democratic Republic of Congo",490,0,1,"Sacred Union",1,1,"Luba Kasai",49005000,1,0,0,"Afoaku G, Osita. 1999.  ","http://www.country-data.com/cgi-bin/query/r-15108.html","POWERLESS",0,0,0,"Congo, Democratic Republic of (Zaire)",3,8,0,1,7,0.08,0.583,0,3,0,0.08,0.0024,0.055409,0.111265646731572,0.810848400556328,0.02,0.0278164116828929,0.563,0.783031988873435
189,"Sacred Union",1991,"Democratic Republic of Congo",490,0,1,"Sacred Union",1,1,"Luba Shaba",49007000,1,0,0,"Afoaku G, Osita. 1999. The Politics of Democratic Transition in Congo (Zaire): Implications of the Kabila Revolution."" The Journal of Conflict Studies. 19(2).""""foaku G"," Osita. 1999. ""The Politics of Democratic Transition in Congo (Zaire): Implications of the Kabila Revolution."" The Journal of C""""oaku G","POWERLESS",0,0,0,"Congo, Democratic Republic of (Zaire)",3,8,0,1,7,0.08,0.583,0,3,0,0.08,0.0024,0.055409,0.111265646731572,0.810848400556328,0.02,0.0278164116828929,0.563,0.783031988873435
190,"Sajudis/ Lithuanian pro-democracy movement/",1988,"Lithuania",368,1,2,"Sajudis
 Lithuanian Freedom League",0,0,"Lithuanians",36513000,1,1,1,"WCRWWA","No evidence of other groups","POWERLESS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"Salvadoran Civil Conflict",1977,"El Salvador",92,1,9,"Christian Base Communities (CEB), Union Nacional Opositora (UNO), Union Democratica Nacionalista (UDN), Bloque Popular Revolucionario (BPR), Unified Popular Action Front (FAPU), Fuerzas Populares de Liberacion (FPL), Fuerzas Armadas de Resisten",0,1,"Whites",9201000,1,1,0,"WCRWWA, ACD2EPR; https://web.archive.org/web/20170123172358/https://www.cia.gov/library/readingroom/docs/CIA-RDP04T00367R000100090001-3.pdf","NAVCO codes as not diverse, but seems to include indigenous participation","MONOPOLY",1,0,0,"El Salvador",1,1,0,1,0,0.9,0.1,1,0,0.9,0,0.81,0.01,0.9,0.1,0.1,0.1,0,0
191,"Salvadoran Civil Conflict",1977,"El Salvador",92,1,9,"Christian Base Communities (CEB), Union Nacional Opositora (UNO), Union Democratica Nacionalista (UDN), Bloque Popular Revolucionario (BPR), Unified Popular Action Front (FAPU), Fuerzas Populares de Liberacion (FPL), Fuerzas Armadas de Resisten",0,1,"Indigenous",9202000,1,0,0,"WCRWWA, ACD2EPR; https://web.archive.org/web/20170123172358/https://www.cia.gov/library/readingroom/docs/CIA-RDP04T00367R000100090001-3.pdf","NAVCO codes as not diverse, but seems to include indigenous participation","DISCRIMINATED",1,0,0,"El Salvador",1,1,0,1,0,0.9,0.1,1,0,0.9,0,0.81,0.01,0.9,0.1,0.1,0.1,0,0
192,"Second Hutu Rebellion",1988,"Burundi",516,0,2,"PALIPEHUTU, FRODEBU",0,0,"Hutus",51601000,1,1,1,"WCRWWA, ACD2EPR","""Hutu Rebellion"", Palipehutu in ACD2EPR as Hutu based organization","DISCRIMINATED",0,0,0,"Burundi",1,1,0,1,0,0.14,0.85,1,0,0.14,0,0.0196,0.7225,0.141414141414141,0.858585858585859,0.85,0.858585858585859,0,0
193,"Second Khmer Rouge",1979,"Cambodia",811,0,3,"Democratic Kampuchea leadership (DK), Front National pour un Cambodge Independent, Neutre, Pacifique et Cooperatif (FUNCINPEC), Khmer People's National Liberation Front (KPNLF)",1,0,"Khmer",81103000,1,1,0,"ACD2EPR","","MONOPOLY",1,0,0,"Cambodia (Kampuchea)",1,5,0,4,1,0.925,0.075,1,0,0.925,0,0.855625,0.001325,0.925,0.075,0.065,0.065,0.01,0.01
194,"Second People Power Movement",2000,"Philippines",840,1,1,"United Opposition (â€œcomposed of the Lakas-NUCD-Kampi coalition and at least two smaller parties, Reporma and Promdiâ€)",0,0,"Christian lowlanders",84001000,1,1,0,"WCRWWA","","DOMINANT",1,0,0,"Philippines",1,2,0,0,2,0.859,0.126,1,0,0.859,0,0.737881,0.008226,0.859,0.126,0,0,0.126,0.126
195,"Sendero Luminoso (The Shining Path) Senderista Insurgency",1980,"Peru",135,0,1,"Leftist Revolutonary Alliance (ARI)",1,0,"Whites/mestizos",13502000,1,1,0,"ACD2EPR","","DOMINANT",1,0,0,"Peru",1,3,0,0,3,0.52,0.423,1,0,0.52,0,0.2704,0.132965,0.551431601272534,0.448568398727466,0,0,0.423,0.448568398727466
195,"Sendero Luminoso (The Shining Path) Senderista Insurgency",1980,"Peru",135,0,1,"Leftist Revolutonary Alliance (ARI)",1,0,"Indigenous People of the Andes",13501000,1,0,0,"ACD2EPR","","POWERLESS",1,0,0,"Peru",1,3,0,0,3,0.52,0.423,1,0,0.52,0,0.2704,0.132965,0.551431601272534,0.448568398727466,0,0,0.423,0.448568398727466
196,"Serb militias",1991,"Bosnia-Herzegovina",346,0,1,"Serbian separists",0,0,NA,NA,NA,NA,NA,"Before appears in EPR dataset","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"Shammar Tribe and pro-Western officers",1959,"Iraq",645,0,1,"Shawwaf coup",1,1,"Sunni Arabs",64503000,1,1,0,"Fearon and Laitin 2006 Appendix","http://web.stanford.edu/group/ethnic/Random%20Narratives/IraqRN1.3.pdf","SENIOR PARTNER",1,0,0,"Iraq",2,1,0,0,0,0.81,0.17,0,2,0,0.81,0.42485,0.0289,0.826530612244898,0.173469387755102,0,0,0,0
198,"Shanti Bahini",1976,"Bangladesh",771,0,2,"Shanti Bahini, Jhana Sanghati Samity (JSS: United Peoples Party of Chittagong Hill Tracts)",1,1,"Tribal-Buddhists",77103000,1,1,1,"ACD2EPR","","DISCRIMINATED",0,0,0,"Bangladesh",1,3,0,3,0,0.895,0.112,1,0,0.895,0,0.801025,0.010104,0.888778550148957,0.111221449851043,0.112,0.111221449851043,0,0
199,"Shifta insurgency",1945,"Eritrea",531,0,2,"Society for the Unification of Eritrea with Ethiopia (SUEE), Unionist Party (UP)",1,0,"COL",NA,NA,NA,NA,"Colonial","",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"Shiite rebellion",1991,"Iraq",645,0,7,"SCIRI, Badr, Islamic Dawa Party, Iraqi Hezbollah, Army Deserters, Islamic Action Organization, Iraqi Communist Party",1,0,"Shi'a Arabs",64502000,1,1,1,"WCRWWA","","DISCRIMINATED",0,0,0,"Iraq",1,3,0,3,0,0.185,0.796,1,0,0.185,0,0.034225,0.419526,0.188583078491335,0.811416921508665,0.796,0.811416921508665,0,0
201,"Sikh insurgency",1984,"India",750,0,10,"Babbar Khalsa International, All-India Sikh Students Federation (AISSF), Akali Dal, Shiromani Gurdwara Prabandhak Committee (SGPC / Parliament of the Sikhs), Shiromani Akali Dal, Dam Dami Taksal, Dal Khalsa, Akhand Kirthani Jatha, Dashmesh Regi",0,0,"Punjabi-Sikhs (non-SC/ST/OBCs)",75017000,1,1,1,"WCRWWA","","JUNIOR PARTNER",1,1,1,"India",15,6,0,0,6,0.956,0.0115,0,15,0,0.956,0.12048498,3.125e-05,0.988113695090439,0.0118863049095607,0,0,0.0115,0.0118863049095607
202,"Singing Revolution",1987,"Estonia",366,1,1,"The Heritage Society",1,1,"Estonians",36524000,1,1,1,"WCRWWA","No evidence of other groups","POWERLESS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"Slovenian Independence",1991,"Slovenia",349,0,1,"DEMOS Alliance",1,1,"Slovenes",34507000,1,1,1,"WCRWWA","","SENIOR PARTNER",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"Solidarity",1980,"Poland",290,1,11,"Inter-factory Strike CommitteCommittee for the Defense of the Workers (Polish acronym KOR), The Movement for the Defense of the Rights of Man and Citizen (ROPCIO), The Movement of Young Poland (RMP), Confederation of Independent Poland (KPN),",1,1,"Poles",29001000,1,1,0,"SGNAD, WCRWWA","","DOMINANT",1,0,0,"Poland",1,5,0,4,1,0.98,0.0194,1,0,0.98,0,0.9604,0.00010316,0.980588353011807,0.0194116469881929,0.0144,0.0144086451871123,0.005,0.00500300180108065
206,"Solidarity",1980,"Poland",290,1,11,"Inter-factory Strike CommitteCommittee for the Defense of the Workers (Polish acronym KOR), The Movement for the Defense of the Rights of Man and Citizen (ROPCIO), The Movement of Young Poland (RMP), Confederation of Independent Poland (KPN),",1,1,"Germans",29002000,1,0,0,"SGNAD, WCRWWA","","DISCRIMINATED",1,0,0,"Poland",1,5,0,4,1,0.98,0.0194,1,0,0.98,0,0.9604,0.00010316,0.980588353011807,0.0194116469881929,0.0144,0.0144086451871123,0.005,0.00500300180108065
206,"Solidarity",1980,"Poland",290,1,11,"Inter-factory Strike CommitteCommittee for the Defense of the Workers (Polish acronym KOR), The Movement for the Defense of the Rights of Man and Citizen (ROPCIO), The Movement of Young Poland (RMP), Confederation of Independent Poland (KPN),",1,1,"Ukranians ",29003000,1,0,0,"SGNAD, WCRWWA","","DISCRIMINATED",1,0,0,"Poland",1,5,0,4,1,0.98,0.0194,1,0,0.98,0,0.9604,0.00010316,0.980588353011807,0.0194116469881929,0.0144,0.0144086451871123,0.005,0.00500300180108065
207,"Somali rebels (Ogaden)",1976,"Ethiopia",530,0,3,"Western Somali Liberation Front (WSLF), Somali-Abo Liberation Front (SALF)",0,0,"Somali (Ogaden)",53008000,1,1,1,"ACD2EPR","No further evidence shows any involvement of other groups. ","DISCRIMINATED",0,0,0,"Ethiopia",1,6,0,6,0,0.2829,0.4631,1,0,0.2829,0,0.08003241,0.09162723,0.379222520107239,0.620777479892761,0.4631,0.620777479892761,0,0
208,"Somalia clan factions (SNM)",1982,"Somalia",520,0,2,"Somali National Movement (SNM), Somali Salvation Democratoc Front (SSDF)",1,0,"Somali",52001000,1,1,0,"EPR","EPR has only one ethnic group in Somalia: Somali","IRRELEVANT",0,0,0,"Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"Somalia militia insurgencies",1993,"Somalia",520,0,1,"Somali National Alliance",0,0,"Somali",52001000,1,1,0,"EPR","EPR has only one ethnic group in Somalia: Somali","STATE COLLAPSE",0,0,0,"Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"South Africa First Defiance Campaign",1952,"South Africa",560,1,5,"African National Congress (ANC), South African Indian Congress, War Veterans' Torch Commando, Franchise Action Committee (FRAC), Unity Movement (NEUM)",1,1,"Blacks",56005000,1,1,1,"WCRWWA (Despite NAVCO2 coding as diverse, WCRWWA specifically cites movement as initited by Black South Africans)","","DISCRIMINATED",0,0,0,"South Africa",1,4,0,3,1,0.08,0.915,1,0,0.08,0,0.0064,0.601725,0.0804020100502513,0.919597989949749,0.87,0.874371859296482,0.045,0.0452261306532663
211,"South Africa Second Defiance Campaign",1980,"South Africa",560,0,0,"0",0,0,"Blacks",56005000,1,1,1,"WCRWWA (Despite NAVCO2 coding as diverse, WCRWWA specifically cites movement as initited by Black South Africans)","","DISCRIMINATED",0,0,0,"South Africa",1,4,0,3,1,0.08,0.915,1,0,0.08,0,0.0064,0.601725,0.0804020100502513,0.919597989949749,0.87,0.874371859296482,0.045,0.0452261306532663
212,"South Korea Anti-Junta",1979,"South Korea",732,1,1,"New Democratic Party (NDP)",0,1,"Koreans",73201000,1,1,0,"WCRWWA","","IRRELEVANT",0,0,0,"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"South Korea Anti-Military",1987,"South Korea",732,1,1,"Anti-Democratic Justice Party Forces",0,1,"Koreans",73201000,1,1,0,"WCRWWA","","IRRELEVANT",0,0,0,"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"South Korea Student Revolution",1960,"South Korea",732,1,11,"Almost 100 new organizations.",0,1,"Koreans",73201000,1,1,0,"WCRWWA","","IRRELEVANT",0,0,0,"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Taiwan pro-democracy movement",1979,"Taiwan",713,1,2,"Meilidao Magazine, Tangwai",1,1,"Taiwanese",71303000,1,1,0,"WCRWWA","","POWERLESS",1,0,0,"Taiwan",1,1,0,0,1,0.14,0.84,1,0,0.14,0,0.0196,0.7056,0.142857142857143,0.857142857142857,0,0,0.84,0.857142857142857
215,"Taiwan pro-democracy movement",1979,"Taiwan",713,1,2,"Meilidao Magazine, Tangwai",1,1,"Indigenous/Aboriginal Taiwanese",71301000,1,0,0,"WCRWWA","",NA,1,0,0,"Taiwan",1,1,0,0,1,0.14,0.84,1,0,0.14,0,0.0196,0.7056,0.142857142857143,0.857142857142857,0,0,0.84,0.857142857142857
215,"Taiwan pro-democracy movement",1979,"Taiwan",713,1,2,"Meilidao Magazine, Tangwai",1,1,"Mainland Chinese",71302000,1,0,0,"WCRWWA","","DOMINANT",1,0,0,"Taiwan",1,1,0,0,1,0.14,0.84,1,0,0.14,0,0.0196,0.7056,0.142857142857143,0.857142857142857,0,0,0.84,0.857142857142857
216,"Taiwanese Revolt",1947,"Taiwan",713,0,11,"",0,1,"Taiwanese",NA,NA,NA,NA,"ACD2EPR","No EPR ID for Taiwanese in China",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"Taliban Resistance",2001,"Afghanistan",700,0,4,"Taliban, Al-Qaeda, Hezb-i-Islami, Tehreek-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)",0,0,"Pashtuns",70012000,1,1,1,"ACD2EPR, START BAAD, Stanford MMO","All organizations listed as Pashtun. ACD2EPR codes as indirect ethnic claims","MONOPOLY",1,1,1,"Afghanistan",1,6,0,6,0,0.41,0.469,1,0,0.41,0,0.1681,0.081323,0.466439135381115,0.533560864618885,0.469,0.533560864618885,0,0
218,"Taliban/ Anti-Government Forces",1992,"Afghanistan",700,0,6,"Hezb-e Islami, Ittihad-e Islami, Hezb-e Wahdat, Jamiat-e Islami, Junbish-e Milli-yi Islami-yi Afghanistan, Harakat-e Islami-yi Afghanistan",1,1,"Pashtuns",70012000,1,1,1,"ACD2EPR","ACD2EPR codes Taleban as Pashtun with indirect ethnic claims, Hezb-e-Islami as Pashtun without ethic claims","SENIOR PARTNER",1,1,1,"Afghanistan",3,3,0,0,3,0.77,0.102,0,3,0,0.77,0.2427,0.006674,0.875995449374289,0.116040955631399,0,0,0.102,0.116040955631399
218,"Taliban/ Anti-Government Forces",1992,"Afghanistan",700,0,6,"Hezb-e Islami, Ittihad-e Islami, Hezb-e Wahdat, Jamiat-e Islami, Junbish-e Milli-yi Islami-yi Afghanistan, Harakat-e Islami-yi Afghanistan",1,1,"Tajiks",70014000,1,0,0,"ACD2EPR","ACD2EPR codes Jamaat-e-Islami as recuriting from Takiks and Uzbeks as well, no ethic claim","JUNIOR PARTNER",1,1,1,"Afghanistan",3,3,0,0,3,0.77,0.102,0,3,0,0.77,0.2427,0.006674,0.875995449374289,0.116040955631399,0,0,0.102,0.116040955631399
218,"Taliban/ Anti-Government Forces",1992,"Afghanistan",700,0,6,"Hezb-e Islami, Ittihad-e Islami, Hezb-e Wahdat, Jamiat-e Islami, Junbish-e Milli-yi Islami-yi Afghanistan, Harakat-e Islami-yi Afghanistan",1,1,"Uzbeks",70016000,1,0,0,"ACD2EPR","ACD2EPR codes Jamaat-e-Islami as recuriting from Takiks and Uzbeks as well, no ethic claim","POWERLESS",1,1,1,"Afghanistan",3,3,0,0,3,0.77,0.102,0,3,0,0.77,0.2427,0.006674,0.875995449374289,0.116040955631399,0,0,0.102,0.116040955631399
