"","gwid","statename","from","to","group","groupid","gwgroupid","umbrella","size","status","reg_aut"
"264",135,"Peru",2003,2010,"Whites/mestizos",2000,13502000,NA,0.52,"DOMINANT",""
"265",135,"Peru",2003,2010,"Indigenous peoples of the Andes",1000,13501000,NA,0.361,"POWERLESS","true"
"266",135,"Peru",2003,2010,"Afroperuvians",4000,13504000,NA,0.05,"POWERLESS","false"
"267",135,"Peru",2003,2010,"Indigenous peoples of the Amazon",5000,13505000,NA,0.012,"POWERLESS","true"
"268",135,"Peru",2011,2014,"Whites/mestizos",2000,13502000,NA,0.52,"DOMINANT",""
"269",135,"Peru",2011,2014,"Indigenous peoples of the Andes",1000,13501000,NA,0.361,"POWERLESS","false"
"270",135,"Peru",2011,2014,"Afroperuvians",4000,13504000,NA,0.05,"POWERLESS","false"
"271",135,"Peru",2011,2014,"Indigenous peoples of the Amazon",5000,13505000,NA,0.012,"POWERLESS","true"
"272",135,"Peru",2015,2017,"Whites/mestizos",2000,13502000,NA,0.52,"DOMINANT",""
"273",135,"Peru",2015,2017,"Indigenous peoples of the Andes",1000,13501000,NA,0.361,"POWERLESS","true"
"274",135,"Peru",2015,2017,"Afroperuvians",4000,13504000,NA,0.05,"POWERLESS","false"
"275",135,"Peru",2015,2017,"Indigenous peoples of the Amazon",5000,13505000,NA,0.012,"POWERLESS","true"
"276",135,"Peru",2018,2021,"Whites/mestizos",2000,13502000,NA,0.661,"DOMINANT",""
"277",135,"Peru",2018,2021,"Indigenous peoples of the Andes",1000,13501000,NA,0.247,"POWERLESS","true"
"278",135,"Peru",2018,2021,"Afroperuvians",4000,13504000,NA,0.036,"POWERLESS","false"
"279",135,"Peru",2018,2021,"Indigenous peoples of the Amazon",5000,13505000,NA,0.008,"POWERLESS","true"
"280",140,"Brazil",1946,1977,"Whites",1000,14001000,NA,0.54,"IRRELEVANT",""
"281",140,"Brazil",1978,2002,"Whites",1000,14001000,NA,0.54,"DOMINANT",""
"282",140,"Brazil",1978,2002,"Afrobrazilians",2000,14002000,NA,0.45,"POWERLESS","false"
"283",140,"Brazil",1978,2002,"Indigenous peoples",3000,14003000,NA,0.004,"POWERLESS","false"
"284",140,"Brazil",2003,2010,"Whites",1000,14001000,NA,0.54,"SENIOR PARTNER","false"
"285",140,"Brazil",2003,2010,"Afrobrazilians",2000,14002000,NA,0.45,"JUNIOR PARTNER","false"
"286",140,"Brazil",2003,2010,"Indigenous peoples",3000,14003000,NA,0.004,"POWERLESS","false"
"287",140,"Brazil",2011,2018,"Afrobrazilians",2000,14002000,NA,0.507,"POWERLESS","false"
"288",140,"Brazil",2011,2018,"Whites",1000,14001000,NA,0.477,"DOMINANT",""
"289",140,"Brazil",2011,2018,"Indigenous peoples",3000,14003000,NA,0.004,"POWERLESS","false"
"290",140,"Brazil",2019,2021,"Afrobrazilians",2000,14002000,NA,0.507,"POWERLESS","false"
"291",140,"Brazil",2019,2021,"Whites",1000,14001000,NA,0.477,"MONOPOLY",""
"292",140,"Brazil",2019,2021,"Indigenous peoples",3000,14003000,NA,0.004,"POWERLESS","false"
"293",145,"Bolivia",1946,1952,"Whites/mestizos",4000,14504000,NA,0.41,"MONOPOLY",""
"294",145,"Bolivia",1946,1952,"Quechua",3000,14503000,NA,0.31,"DISCRIMINATED","false"
"295",145,"Bolivia",1946,1952,"Aymara",5000,14505000,NA,0.25,"DISCRIMINATED","false"
"296",145,"Bolivia",1946,1952,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"DISCRIMINATED","false"
"297",145,"Bolivia",1953,1981,"Whites/mestizos",4000,14504000,NA,0.41,"DOMINANT",""
"298",145,"Bolivia",1953,1981,"Quechua",3000,14503000,NA,0.31,"POWERLESS","false"
"299",145,"Bolivia",1953,1981,"Aymara",5000,14505000,NA,0.25,"POWERLESS","false"
"300",145,"Bolivia",1953,1981,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"IRRELEVANT",""
"301",145,"Bolivia",1982,1992,"Whites/mestizos",4000,14504000,NA,0.41,"DOMINANT",""
"302",145,"Bolivia",1982,1992,"Quechua",3000,14503000,NA,0.31,"POWERLESS","false"
"303",145,"Bolivia",1982,1992,"Aymara",5000,14505000,NA,0.25,"POWERLESS","false"
"304",145,"Bolivia",1982,1992,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"305",145,"Bolivia",1993,1993,"Whites/mestizos",4000,14504000,NA,0.41,"SENIOR PARTNER","false"
"306",145,"Bolivia",1993,1993,"Quechua",3000,14503000,NA,0.31,"POWERLESS","false"
"307",145,"Bolivia",1993,1993,"Aymara",5000,14505000,NA,0.25,"JUNIOR PARTNER","false"
"308",145,"Bolivia",1993,1993,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"309",145,"Bolivia",1994,1997,"Whites/mestizos",4000,14504000,NA,0.41,"SENIOR PARTNER","true"
"310",145,"Bolivia",1994,1997,"Quechua",3000,14503000,NA,0.31,"POWERLESS","true"
"311",145,"Bolivia",1994,1997,"Aymara",5000,14505000,NA,0.25,"JUNIOR PARTNER","true"
"312",145,"Bolivia",1994,1997,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"313",145,"Bolivia",1998,2005,"Whites/mestizos",4000,14504000,NA,0.41,"DOMINANT",""
"314",145,"Bolivia",1998,2005,"Quechua",3000,14503000,NA,0.31,"POWERLESS","true"
"315",145,"Bolivia",1998,2005,"Aymara",5000,14505000,NA,0.25,"POWERLESS","true"
"316",145,"Bolivia",1998,2005,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"317",145,"Bolivia",2006,2019,"Whites/mestizos",4000,14504000,NA,0.41,"JUNIOR PARTNER","true"
"318",145,"Bolivia",2006,2019,"Quechua",3000,14503000,NA,0.31,"JUNIOR PARTNER","true"
"319",145,"Bolivia",2006,2019,"Aymara",5000,14505000,NA,0.25,"SENIOR PARTNER","true"
"320",145,"Bolivia",2006,2019,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"321",145,"Bolivia",2020,2020,"Whites/mestizos",4000,14504000,NA,0.41,"DOMINANT",""
"322",145,"Bolivia",2020,2020,"Quechua",3000,14503000,NA,0.31,"POWERLESS","true"
"323",145,"Bolivia",2020,2020,"Aymara",5000,14505000,NA,0.25,"POWERLESS","true"
"324",145,"Bolivia",2020,2020,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"325",145,"Bolivia",2021,2021,"Whites/mestizos",4000,14504000,NA,0.41,"SENIOR PARTNER","true"
"326",145,"Bolivia",2021,2021,"Quechua",3000,14503000,NA,0.31,"JUNIOR PARTNER","true"
"327",145,"Bolivia",2021,2021,"Aymara",5000,14505000,NA,0.25,"JUNIOR PARTNER","true"
"328",145,"Bolivia",2021,2021,"Guaraní and other eastern indigenous groups",6000,14506000,NA,0.03,"POWERLESS","false"
"329",150,"Paraguay",1946,1992,"Whites/mestizos",1000,15001000,NA,0.945,"MONOPOLY",""
"330",150,"Paraguay",1946,1992,"Tupi-Guaraní and other indigenous groups",5000,15005000,NA,0.02,"DISCRIMINATED","false"
"331",150,"Paraguay",1993,2021,"Whites/mestizos",1000,15001000,NA,0.945,"MONOPOLY",""
"332",150,"Paraguay",1993,2021,"Tupi-Guaraní and other indigenous groups",5000,15005000,NA,0.02,"POWERLESS","false"
"333",155,"Chile",1946,1952,"Whites/mestizos",1000,15501000,NA,0.91,"MONOPOLY",""
"334",155,"Chile",1946,1952,"Mapuche",2000,15502000,NA,0.075,"POWERLESS","false"
"335",155,"Chile",1946,1952,"Rapa Nui",4000,15504000,NA,3e-04,"DISCRIMINATED","false"
"336",155,"Chile",1953,1958,"Whites/mestizos",1000,15501000,NA,0.91,"DOMINANT",""
"337",155,"Chile",1953,1958,"Mapuche",2000,15502000,NA,0.075,"POWERLESS","false"
"338",155,"Chile",1953,1958,"Rapa Nui",4000,15504000,NA,3e-04,"DISCRIMINATED","false"
"339",155,"Chile",1959,1966,"Whites/mestizos",1000,15501000,NA,0.91,"MONOPOLY",""
"340",155,"Chile",1959,1966,"Mapuche",2000,15502000,NA,0.075,"POWERLESS","false"
"341",155,"Chile",1959,1966,"Rapa Nui",4000,15504000,NA,3e-04,"DISCRIMINATED","false"
"342",155,"Chile",1967,1973,"Whites/mestizos",1000,15501000,NA,0.91,"MONOPOLY",""
"343",155,"Chile",1967,1973,"Mapuche",2000,15502000,NA,0.075,"POWERLESS","false"
"344",155,"Chile",1967,1973,"Rapa Nui",4000,15504000,NA,3e-04,"IRRELEVANT",""
"345",155,"Chile",1974,1990,"Whites/mestizos",1000,15501000,NA,0.91,"MONOPOLY",""
"346",155,"Chile",1974,1990,"Mapuche",2000,15502000,NA,0.075,"DISCRIMINATED","false"
"347",155,"Chile",1974,1990,"Rapa Nui",4000,15504000,NA,3e-04,"IRRELEVANT",""
"348",155,"Chile",1991,2018,"Whites/mestizos",1000,15501000,NA,0.91,"MONOPOLY",""
"349",155,"Chile",1991,2018,"Mapuche",2000,15502000,NA,0.075,"POWERLESS","false"
"350",155,"Chile",1991,2018,"Other indigenous groups",3000,15503000,NA,0.015,"POWERLESS","false"
"351",155,"Chile",2019,2021,"Whites/mestizos",1000,15501000,NA,0.872,"MONOPOLY",""
"352",155,"Chile",2019,2021,"Mapuche",2000,15502000,NA,0.099,"DISCRIMINATED","false"
"353",155,"Chile",2019,2021,"Other indigenous groups",3000,15503000,NA,0.029,"POWERLESS","false"
"354",160,"Argentina",1946,1975,"Whites/mestizos",1000,16001000,NA,0.97,"MONOPOLY",""
"355",160,"Argentina",1946,1975,"Indigenous peoples",2000,16002000,NA,0.015,"POWERLESS","false"
"356",160,"Argentina",1976,1983,"Whites/mestizos",1000,16001000,NA,0.97,"MONOPOLY",""
"357",160,"Argentina",1976,1983,"Indigenous peoples",2000,16002000,NA,0.015,"DISCRIMINATED","false"
"358",160,"Argentina",1984,2021,"Whites/mestizos",1000,16001000,NA,0.97,"MONOPOLY",""
"359",160,"Argentina",1984,2021,"Indigenous peoples",2000,16002000,NA,0.015,"POWERLESS","false"
"360",165,"Uruguay",1946,1988,"Whites/mestizos",1000,16501000,NA,0.908,"IRRELEVANT",""
"361",165,"Uruguay",1989,2021,"Whites/mestizos",1000,16501000,NA,0.908,"MONOPOLY",""
"362",165,"Uruguay",1989,2021,"Afro-Uruguayans",2000,16502000,NA,0.078,"POWERLESS","false"
"363",200,"United Kingdom",1946,1963,"English",1000,20001000,NA,0.815,"SENIOR PARTNER","false"
"364",200,"United Kingdom",1946,1963,"Scots",2000,20002000,NA,0.095,"JUNIOR PARTNER","false"
"365",200,"United Kingdom",1946,1963,"Catholics In N. Ireland",6000,20006000,NA,0.012,"DISCRIMINATED","false"
"366",200,"United Kingdom",1946,1963,"Protestants In N. Ireland",7000,20007000,NA,0.01,"POWERLESS","true"
"367",200,"United Kingdom",1964,1971,"English",1000,20001000,NA,0.815,"SENIOR PARTNER","false"
"368",200,"United Kingdom",1964,1971,"Scots",2000,20002000,NA,0.095,"JUNIOR PARTNER","false"
"369",200,"United Kingdom",1964,1971,"Welsh",5000,20005000,NA,0.019,"JUNIOR PARTNER","false"
"370",200,"United Kingdom",1964,1971,"Catholics In N. Ireland",6000,20006000,NA,0.012,"DISCRIMINATED","false"
"371",200,"United Kingdom",1964,1971,"Protestants In N. Ireland",7000,20007000,NA,0.01,"POWERLESS","true"
"372",200,"United Kingdom",1972,1998,"English",1000,20001000,NA,0.815,"SENIOR PARTNER","false"
"373",200,"United Kingdom",1972,1998,"Scots",2000,20002000,NA,0.095,"JUNIOR PARTNER","false"
"374",200,"United Kingdom",1972,1998,"Asians",3000,20003000,NA,0.028,"POWERLESS","false"
"375",200,"United Kingdom",1972,1998,"Afro-Caribbeans",4000,20004000,NA,0.02,"POWERLESS","false"
"376",200,"United Kingdom",1972,1998,"Welsh",5000,20005000,NA,0.019,"JUNIOR PARTNER","false"
"377",200,"United Kingdom",1972,1998,"Catholics In N. Ireland",6000,20006000,NA,0.012,"POWERLESS","false"
"378",200,"United Kingdom",1972,1998,"Protestants In N. Ireland",7000,20007000,NA,0.01,"POWERLESS","false"
"379",200,"United Kingdom",1999,2017,"English",1000,20001000,NA,0.815,"SENIOR PARTNER","false"
"380",200,"United Kingdom",1999,2017,"Scots",2000,20002000,NA,0.095,"JUNIOR PARTNER","true"
"381",200,"United Kingdom",1999,2017,"Asians",3000,20003000,NA,0.028,"POWERLESS","false"
"382",200,"United Kingdom",1999,2017,"Afro-Caribbeans",4000,20004000,NA,0.02,"POWERLESS","false"
"383",200,"United Kingdom",1999,2017,"Welsh",5000,20005000,NA,0.019,"JUNIOR PARTNER","true"
"384",200,"United Kingdom",1999,2017,"Catholics In N. Ireland",6000,20006000,NA,0.012,"POWERLESS","true"
"385",200,"United Kingdom",1999,2017,"Protestants In N. Ireland",7000,20007000,NA,0.01,"POWERLESS","true"
"386",200,"United Kingdom",2018,2019,"English",1000,20001000,NA,0.815,"SENIOR PARTNER","false"
"387",200,"United Kingdom",2018,2019,"Scots",2000,20002000,NA,0.095,"JUNIOR PARTNER","true"
"388",200,"United Kingdom",2018,2019,"Asians",3000,20003000,NA,0.028,"POWERLESS","false"
"389",200,"United Kingdom",2018,2019,"Afro-Caribbeans",4000,20004000,NA,0.02,"POWERLESS","false"
"390",200,"United Kingdom",2018,2019,"Welsh",5000,20005000,NA,0.019,"JUNIOR PARTNER","true"
"391",200,"United Kingdom",2018,2019,"Catholics In N. Ireland",6000,20006000,NA,0.012,"POWERLESS","true"
"392",200,"United Kingdom",2018,2019,"Protestants In N. Ireland",7000,20007000,NA,0.01,"JUNIOR PARTNER","true"
"393",200,"United Kingdom",2020,2021,"English",1000,20001000,NA,0.815,"DOMINANT","false"
"394",200,"United Kingdom",2020,2021,"Scots",2000,20002000,NA,0.095,"POWERLESS","true"
"395",200,"United Kingdom",2020,2021,"Asians",3000,20003000,NA,0.028,"POWERLESS","false"
"396",200,"United Kingdom",2020,2021,"Afro-Caribbeans",4000,20004000,NA,0.02,"POWERLESS","false"
"397",200,"United Kingdom",2020,2021,"Welsh",5000,20005000,NA,0.019,"POWERLESS","true"
"398",200,"United Kingdom",2020,2021,"Catholics In N. Ireland",6000,20006000,NA,0.012,"POWERLESS","true"
"399",200,"United Kingdom",2020,2021,"Protestants In N. Ireland",7000,20007000,NA,0.01,"POWERLESS","true"
"400",205,"Ireland",1946,2021,"Irish",1000,20501000,NA,1,"IRRELEVANT",""
"401",210,"Netherlands",1946,2017,"Dutch",1000,21001000,NA,0.95,"IRRELEVANT",""
"402",210,"Netherlands",2018,2021,"Dutch",1000,21001000,NA,0.95,"MONOPOLY","false"
"403",210,"Netherlands",2018,2021,"Muslims",2000,21002000,NA,0.05,"POWERLESS","false"
"404",211,"Belgium",1946,1969,"Flemings",1000,21101000,NA,0.59,"JUNIOR PARTNER","false"
"405",211,"Belgium",1946,1969,"Walloon",2000,21102000,NA,0.4,"SENIOR PARTNER","false"
"406",211,"Belgium",1970,1972,"Flemings",1000,21101000,NA,0.59,"SENIOR PARTNER","false"
"407",211,"Belgium",1970,1972,"Walloon",2000,21102000,NA,0.4,"SENIOR PARTNER","false"
"408",211,"Belgium",1973,1980,"Flemings",1000,21101000,NA,0.59,"SENIOR PARTNER","false"
"409",211,"Belgium",1973,1980,"Walloon",2000,21102000,NA,0.4,"SENIOR PARTNER","false"
"410",211,"Belgium",1973,1980,"Germans",3000,21103000,NA,0.01,"POWERLESS","true"
"411",211,"Belgium",1981,2021,"Flemings",1000,21101000,NA,0.59,"SENIOR PARTNER","true"
"412",211,"Belgium",1981,2021,"Walloon",2000,21102000,NA,0.4,"SENIOR PARTNER","true"
"413",211,"Belgium",1981,2021,"Germans",3000,21103000,NA,0.01,"POWERLESS","false"
"414",212,"Luxembourg",1946,2021,"Luxembourgers",1000,21201000,NA,0.533,"IRRELEVANT",""
"415",220,"France",1946,1961,"French",1000,22001000,NA,0.976,"MONOPOLY",""
"416",220,"France",1946,1961,"Roma",4000,22004000,NA,0.006,"DISCRIMINATED","false"
"417",220,"France",1946,1961,"Basques",2000,22002000,NA,0.004,"POWERLESS","false"
"418",220,"France",1962,1991,"French",1000,22001000,NA,0.976,"MONOPOLY",""
"419",220,"France",1962,1991,"Roma",4000,22004000,NA,0.006,"DISCRIMINATED","false"
"420",220,"France",1962,1991,"Basques",2000,22002000,NA,0.004,"POWERLESS","false"
"421",220,"France",1962,1991,"Corsicans",3000,22003000,NA,0.004,"POWERLESS","false"
"422",220,"France",1992,2021,"French",1000,22001000,NA,0.976,"MONOPOLY",""
"423",220,"France",1992,2021,"Roma",4000,22004000,NA,0.006,"DISCRIMINATED","false"
"424",220,"France",1992,2021,"Basques",2000,22002000,NA,0.004,"POWERLESS","false"
"425",220,"France",1992,2021,"Corsicans",3000,22003000,NA,0.004,"POWERLESS","true"
"426",225,"Switzerland",1946,2021,"Swiss Germans",1000,22501000,NA,0.63,"SENIOR PARTNER","true"
"427",225,"Switzerland",1946,2021,"Swiss French",2000,22502000,NA,0.227,"JUNIOR PARTNER","true"
"428",225,"Switzerland",1946,2021,"Swiss Italians",3000,22503000,NA,0.081,"JUNIOR PARTNER","true"
"429",230,"Spain",1946,1976,"Spanish",1000,23001000,NA,0.68,"MONOPOLY",""
"430",230,"Spain",1946,1976,"Catalans",2000,23002000,NA,0.169,"DISCRIMINATED","false"
"431",230,"Spain",1946,1976,"Galicians",3000,23003000,NA,0.06,"DISCRIMINATED","false"
"432",230,"Spain",1946,1976,"Basques",4000,23004000,NA,0.054,"DISCRIMINATED","false"
"433",230,"Spain",1946,1976,"Roma",5000,23005000,NA,0.019,"DISCRIMINATED","false"
"434",230,"Spain",1977,1979,"Spanish",1000,23001000,NA,0.68,"DOMINANT",""
"435",230,"Spain",1977,1979,"Catalans",2000,23002000,NA,0.169,"POWERLESS","false"
"436",230,"Spain",1977,1979,"Galicians",3000,23003000,NA,0.06,"POWERLESS","false"
"437",230,"Spain",1977,1979,"Basques",4000,23004000,NA,0.054,"POWERLESS","false"
"438",230,"Spain",1977,1979,"Roma",5000,23005000,NA,0.019,"POWERLESS","false"
"439",230,"Spain",1980,1981,"Spanish",1000,23001000,NA,0.68,"DOMINANT",""
"440",230,"Spain",1980,1981,"Catalans",2000,23002000,NA,0.169,"POWERLESS","true"
"441",230,"Spain",1980,1981,"Galicians",3000,23003000,NA,0.06,"POWERLESS","false"
"442",230,"Spain",1980,1981,"Basques",4000,23004000,NA,0.054,"POWERLESS","true"
"443",230,"Spain",1980,1981,"Roma",5000,23005000,NA,0.019,"POWERLESS","false"
"444",230,"Spain",1982,2021,"Spanish",1000,23001000,NA,0.68,"DOMINANT",""
"445",230,"Spain",1982,2021,"Catalans",2000,23002000,NA,0.169,"POWERLESS","true"
"446",230,"Spain",1982,2021,"Galicians",3000,23003000,NA,0.06,"POWERLESS","true"
"447",230,"Spain",1982,2021,"Basques",4000,23004000,NA,0.054,"POWERLESS","true"
"448",230,"Spain",1982,2021,"Roma",5000,23005000,NA,0.019,"POWERLESS","false"
"449",235,"Portugal",1946,2021,"Portuguese",1000,23501000,NA,1,"IRRELEVANT",""
"450",260,"German Federal Republic",1949,2021,"Germans",1000,26001000,NA,1,"IRRELEVANT",""
"451",265,"German Democratic Republic",1949,1990,"Germans",1000,26501000,NA,1,"IRRELEVANT",""
"452",290,"Poland",1946,1956,"Poles",1000,29001000,NA,0.81,"DOMINANT",""
"453",290,"Poland",1946,1956,"Germans",2000,29002000,NA,0.14,"DISCRIMINATED","false"
"454",290,"Poland",1946,1956,"Ukrainians",3000,29003000,NA,0.018,"DISCRIMINATED","false"
"455",290,"Poland",1946,1956,"Byelorussians",4000,29004000,NA,0.009,"POWERLESS","false"
"456",290,"Poland",1946,1956,"European and American Jews",5000,29005000,NA,0.004,"POWERLESS","false"
"457",290,"Poland",1946,1956,"Roma",6000,29006000,NA,5e-04,"DISCRIMINATED","false"
"458",290,"Poland",1957,1967,"Poles",1000,29001000,NA,0.978,"DOMINANT",""
"459",290,"Poland",1957,1967,"Germans",2000,29002000,NA,0.0068,"DISCRIMINATED","false"
"460",290,"Poland",1957,1967,"Ukrainians",3000,29003000,NA,0.0048,"DISCRIMINATED","false"
"461",290,"Poland",1957,1967,"Byelorussians",4000,29004000,NA,0.0048,"POWERLESS","false"
"462",290,"Poland",1957,1967,"European and American Jews",5000,29005000,NA,0.0038,"DISCRIMINATED","false"
"463",290,"Poland",1957,1967,"Roma",6000,29006000,NA,4e-04,"DISCRIMINATED","false"
"464",290,"Poland",1968,1989,"Poles",1000,29001000,NA,0.98,"DOMINANT",""
"465",290,"Poland",1968,1989,"Germans",2000,29002000,NA,0.007,"DISCRIMINATED","false"
"466",290,"Poland",1968,1989,"Ukrainians",3000,29003000,NA,0.005,"DISCRIMINATED","false"
"467",290,"Poland",1968,1989,"Byelorussians",4000,29004000,NA,0.005,"POWERLESS","false"
"468",290,"Poland",1968,1989,"European and American Jews",5000,29005000,NA,0.002,"DISCRIMINATED","false"
"469",290,"Poland",1968,1989,"Roma",6000,29006000,NA,4e-04,"DISCRIMINATED","false"
"470",290,"Poland",1990,2015,"Poles",1000,29001000,NA,0.96,"MONOPOLY",""
"471",290,"Poland",1990,2015,"Ukrainians",3000,29003000,NA,0.01,"POWERLESS","false"
"472",290,"Poland",1990,2015,"Germans",2000,29002000,NA,0.007,"POWERLESS","false"
"473",290,"Poland",1990,2015,"Byelorussians",4000,29004000,NA,0.007,"POWERLESS","false"
"474",290,"Poland",1990,2015,"Roma",6000,29006000,NA,0.001,"POWERLESS","false"
"475",290,"Poland",1990,2015,"European and American Jews",5000,29005000,NA,3e-04,"IRRELEVANT",""
"476",290,"Poland",2016,2021,"Poles",1000,29001000,NA,0.96,"MONOPOLY",""
"477",290,"Poland",2016,2021,"Ukrainians",3000,29003000,NA,0.01,"IRRELEVANT","false"
"478",290,"Poland",2016,2021,"Germans",2000,29002000,NA,0.007,"POWERLESS","false"
"479",290,"Poland",2016,2021,"Byelorussians",4000,29004000,NA,0.007,"POWERLESS","false"
"480",290,"Poland",2016,2021,"Roma",6000,29006000,NA,0.001,"POWERLESS","false"
"481",290,"Poland",2016,2021,"European and American Jews",5000,29005000,NA,3e-04,"IRRELEVANT",""
"482",305,"Austria",1946,2021,"Austrians",1000,30501000,NA,0.93,"MONOPOLY",""
"483",305,"Austria",1946,2021,"Slovenes",2000,30502000,NA,0.003,"POWERLESS","false"
"484",310,"Hungary",1946,1992,"Hungarians",1000,31001000,NA,0.9,"MONOPOLY",""
"485",310,"Hungary",1946,1992,"Roma",2000,31002000,NA,0.05,"DISCRIMINATED","false"
"486",310,"Hungary",1993,2014,"Hungarians",1000,31001000,NA,0.9,"MONOPOLY",""
"487",310,"Hungary",1993,2014,"Roma",2000,31002000,NA,0.05,"POWERLESS","false"
"488",310,"Hungary",2015,2021,"Hungarians",1000,31001000,NA,0.9,"MONOPOLY",""
"489",310,"Hungary",2015,2021,"Roma",2000,31002000,NA,0.05,"POWERLESS",""
"490",310,"Hungary",2015,2021,"Germans",3000,31003000,NA,0.01,"POWERLESS","false"
"491",315,"Czechoslovakia",1946,1968,"Czechs",1000,31501000,NA,0.625,"SENIOR PARTNER","false"
"492",315,"Czechoslovakia",1946,1968,"Slovaks",2000,31502000,NA,0.308,"JUNIOR PARTNER","false"
"493",315,"Czechoslovakia",1946,1968,"Hungarians",3000,31503000,NA,0.041,"POWERLESS","false"
"494",315,"Czechoslovakia",1946,1968,"Roma",4000,31504000,NA,0.026,"DISCRIMINATED","false"
"495",315,"Czechoslovakia",1969,1992,"Czechs",1000,31501000,NA,0.625,"SENIOR PARTNER","true"
"496",315,"Czechoslovakia",1969,1992,"Slovaks",2000,31502000,NA,0.308,"JUNIOR PARTNER","true"
"497",315,"Czechoslovakia",1969,1992,"Hungarians",3000,31503000,NA,0.041,"POWERLESS","false"
"498",315,"Czechoslovakia",1969,1992,"Roma",4000,31504000,NA,0.026,"DISCRIMINATED","false"
"499",316,"Czech Republic",1993,2021,"Czechs",1000,31601000,NA,0.972,"IRRELEVANT",""
"500",317,"Slovakia",1993,1998,"Slovaks",1000,31701000,NA,0.806,"MONOPOLY",""
"501",317,"Slovakia",1993,1998,"Hungarians",2000,31702000,NA,0.101,"POWERLESS","false"
